,id,text,score_max,predicted_label_max,score_hate,scores_harassment,true_label
396,ind-mssge-397,"ओह, मुझे यकीन है कि आप अभी भी घर पर अपनी छोटी खिलौना कारों के साथ खेलते हैं!",False,1,1.3765463368900109e-05,0.0005894062063298064,1
89,ind-mssge-90,immigrants_r_group.jpeg,False,1,0.007465259888821145,0.0061815785143416214,1
114,ind-mssge-115,तेरा समाज से हिंसक रूप से सफाया कर देना चाहिए!,True,1,0.32756139238473897,0.6479072490723139,1
55,ind-mssge-56,ज़हरीले पुरुषों के चेहरे पर एक घूंसा मारा जाना चाहिए।,True,1,0.35377711716231064,0.4555194554198483,1
312,ind-mssge-313,"हाहाहा यह काफी सुविधाजनक तर्क है, दुआ करो कि तुम्हे कभी गरीबी न झेलनी पड़े",False,1,0.00012255674483830522,0.005807283427548528,1
104,ind-mssge-105,racism_l_personal.jpeg,False,1,0.0353753168893475,0.028677223655076734,1
199,ind-mssge-200,सामाजिक न्याय के योद्धा सभी एक समान हैं: बकवास पोस्ट करते हैं और रोते हैं जब कोई उन्हें बताता है कि वह बकवास कर रहे है,False,1,0.03585116712307011,0.34107679918144224,1
287,ind-mssge-288,नक्सलवादियों को इस देश को बर्बाद करने से रोकना चाहिए।,True,1,0.03575047578426149,0.2517636924447623,1
279,ind-mssge-280,धार्मिक कट्टरपंथियों के मुँह पर तमाचा मारा जाना चाहिए।,True,1,0.3276245359896788,0.5238489087814534,1
102,ind-mssge-103,"हाहाहा, बेकार इंसान होने का क्या आसान बहाना है!",True,1,0.007260125894992627,0.4037525418537369,1
290,ind-mssge-291,"तुम पूरी तरह से मूर्ख हो, नक्सलवादी वामपंथी !",True,1,0.02004961231391892,0.891608469567877,1
194,ind-mssge-195,तुम सिर्फ एक तानाशाह हो जो इसे स्वीकार करने से डरते हो !,True,1,0.02015884443848159,0.8026664112739941,1
157,ind-mssge-158,"हाँ, हम सब अच्छे मौसम से मरने वाले हैं...",False,1,0.007151923689319632,0.019592135568604046,1
205,ind-mssge-206,कांग्रेसी कुछ न करने वाले बेकार लोगों का एक समूह हैं।,True,1,0.1036032013464093,0.7388517452497126,1
45,ind-mssge-46,men_l_group.jpeg,False,1,0.007754854039592611,0.005735530896891077,1
52,ind-mssge-53,ज्यादातर पुरुष अश्लील शिकारी होते हैं!,True,1,0.5743092806507933,0.653037896720363,1
184,ind-mssge-185,"मर जा, सामाजिक न्याय के योद्धा!",False,1,0.0072428153336524855,0.040110208648706513,1
123,ind-mssge-124,शुद्ध शाकाहारी ब्राह्मणवादी पितृसत्ता के रक्षक हैं!,False,1,0.06358921251610532,0.2521969681330325,1
207,ind-mssge-208,कांग्रेसी सब नक्सलवादी कमीने है!,True,1,0.08665691889705017,0.5225336458956968,1
80,ind-mssge-81,तुम एक कट्टर और बेकार इंसान हो,True,1,0.007097500550824523,0.8810995528825223,1
333,ind-mssge-334,देशभक्त सब झूठे दुष्प्रचारक हैं!,True,1,0.1814675244065696,0.5244167138479695,1
306,ind-mssge-307,"इसके लिए तुम ही दोषी हो, पूंजीवादी सुअर!",True,1,0.008427785733444715,0.5240379161915095,1
254,ind-mssge-255,"समलैंगिकता से डरने वाले, मर जा !",True,1,0.44289862150590964,0.72206441463794,1
368,ind-mssge-369,ओह पुलिस अधिकारी को छोटे बच्चे की तरह सुरक्षा की जरूरत है!,False,1,9.697519677825862e-05,0.005089963170947139,1
178,ind-mssge-179,तुम सिर्फ एक दयनीय हारे हुए व्यक्ति हो जो मजाक नहीं ले सकते।,True,1,0.020670069362181343,0.8056033408176425,1
44,ind-mssge-45,"हाँ बच्चे, जा अपनी माँ की गोद में जाकर रो ले, हाहाहा !",False,1,0.00013458604012970922,0.008744948935252319,1
375,ind-mssge-376,बड़ी गाड़ियां से नफरत करने वाले कमीनों को होश में आना चाहिए !,True,1,0.04491590297138944,0.4009145654270937,1
286,ind-mssge-287,religion_r_personal.jpeg,False,1,7.916296072837432e-05,8.559006367452268e-05,1
395,ind-mssge-396,"क्या करने की आजादी, खाई में लुढ़कना? हाहाहा",False,1,0.0072462240387867385,0.00969607430945866,1
336,ind-mssge-337,तुम एक हिंसक व्यक्ति हो जिसे मुँह पर तमाचा मारा जाना चाहिए।,True,1,0.008415370141795532,0.6482972156939292,1
370,ind-mssge-371,police_r_personal.jpeg,False,1,7.096703991005882e-05,0.000581111582566612,1
250,ind-mssge-251,तू एक बेवफूफ इंसान है जो केवल जनसंख्या बढ़ाने में रूचि रखता है !,True,1,0.007523970917078784,0.886712910672369,1
200,ind-mssge-201,"वाह, आप वास्तव में कठोर और चिड़चिड़े लगते हैं, मुझे यकीन है कि हर कोई आपसे और आपकी राय से बहुत डरता है",False,1,0.007366107583979079,0.35734728516685144,1
124,ind-mssge-125,तुम ब्राह्मणवादी पितृसत्ता के रक्षक हैं!,True,1,0.1808931281979322,0.4543348987091831,1
92,ind-mssge-93,सभी लिब्रांडू किताबों को बैन करके जला देना चाहिए!,False,1,0.020501380496466073,0.19974433227433286,1
323,ind-mssge-324,देशद्रोहियों को कीड़े की तरह कुचल देना चाहिए!,True,1,0.3061286985636018,0.645613189769167,1
17,ind-mssge-18,गृहिणी का मतलब है एक सुस्त असली औरत |,False,1,0.12351596558098425,0.356856713428368,1
159,ind-mssge-160,climate_l_group.jpeg,False,1,1.941131867789626e-05,3.740956047302422e-05,1
337,ind-mssge-338,"सभी ""देशभक्तों"" को एक चट्टान से धकेल दिया जाना चाहिए!",True,1,0.12385795916911739,0.5266130565218483,1
391,ind-mssge-392,बड़ी गाडी के प्रेमियों को गांड पर लात की जरुरत है,True,1,0.021000231035795396,0.19742521728659515,1
24,ind-mssge-25,मैं आशा करता हु की कोई आपके कान के नीचे दो कंटाप लगा दे |,True,1,0.007892315823840843,0.10762100819797864,1
0,ind-mssge-1,"माँ को अपने बच्चों के पालन पोषण पर ध्यान देना चाइए, नौकरी करने पर नहीं",False,1,1.7400543552708932e-05,0.000566857366442354,1
77,ind-mssge-78,इंटरनेट पर विदेशी लोगों से नफरत करने वाले लोगों को बर्दाश्त नहीं किया जाना चाहिए,False,1,0.02088439791134535,0.14204685971290304,1
87,ind-mssge-88,"अरे हाँ, यहाँ मूलनिवासी आदिवासियों के अलावा और लोगों के लिए कोई जगह नहीं है! हाहाहा",False,1,0.02008548256300831,0.05531544154854354,1
262,ind-mssge-263,तुम एक अहंकारी गधे हो ।,True,1,0.007370473572515425,0.8421843497839074,1
144,ind-mssge-145,अरे क्या किसी को बड़े डरावने शुद्ध शाकाहारी से खतरा महसूस हो रहा है? हाहाहा,False,1,0.013578856402446361,0.10728070939625765,1
385,ind-mssge-386,बड़ी गाड़ियों को शहरों में पार्क करने की अनुमति नहीं दी जानी चाहिए।,False,1,7.733057081242416e-05,0.0006352186745898748,1
294,ind-mssge-295,तुम अपनी गांड पर लात खाने लायक हो,False,1,0.007253121149162201,0.19547611486111097,1
245,ind-mssge-246,समलैंगिकता के डर को प्रतिबंधित किया जाना चाहिए,False,1,0.06367991209883078,0.10789647565706854,1
13,ind-mssge-14,feminism_l_group.jpeg,False,1,0.007281802713496394,0.0008340461791361553,1
270,ind-mssge-271,"घर जाओ, नास्तिक, तुम नशे में हो!",True,1,0.02054399544441666,0.3991982478605427,1
356,ind-mssge-357,police_l_personal.jpeg,False,1,4.655269187520153e-05,0.0005502683110505684,1
277,ind-mssge-278,धार्मिक कट्टर बहुत बेवकूफ होते हैं!,True,1,0.3535639815275292,0.6516925895068343,1
259,ind-mssge-260,धर्म महत्वपूर्ण है और स्कूलों में इसे पढ़ाने की आवश्यकता होनी चाहिए।,False,1,4.238847419937498e-05,0.0005617480965584139,1
266,ind-mssge-267,तुम जल्द ही नरक में जलोगे।,True,1,0.007966018904876387,0.5247014763661711,1
149,ind-mssge-150,जलवायु परिवर्तन की चेतावनी देने वाले भोले बेवकूफ हैं।,True,1,0.020307337524476964,0.643515749353444,1
367,ind-mssge-368,"हाहाहा, क्या सभी के जीवन मायने नहीं रखते ?",False,1,0.007587871601441952,0.027428906009562846,1
94,ind-mssge-95,"तुम एक बौखलाए हुए चरमपंथी हो, चुप रहो।",True,1,0.020737994139810263,0.6450761932363457,1
105,ind-mssge-106,इंटरनेट पर जातिवाद को बर्दाश्त नहीं किया जाना चाहिए।,False,1,0.007095240824290451,0.005175915685755987,1
43,ind-mssge-44,"हां, हमें और पुरुषों की जरूरत है जो एक 8 साल के बच्चे की तरह भावुक हो, हाहाहा !",False,1,0.007863331584543847,0.027541303555671717,1
377,ind-mssge-378,बड़ी गाड़ियां से नफरत करने वालों को एक गांड पर लात की जरुरत है,True,1,0.06378525432263932,0.5252726318283809,1
42,ind-mssge-43,तेरा बलात्कार होना चाहिए !,True,1,0.04438626817584176,0.40165781136920925,1
64,ind-mssge-65,सरकार को अधिक से अधिक गैरकानूनी घुसपैठियों को देश से बाहर निकाल देना चाहिए!,False,1,0.18200378926846386,0.34046461280452484,1
135,ind-mssge-136,मांसाहारी लोग घिनौने होते हैं।,True,1,0.5660657106021122,0.8076742617342823,1
224,ind-mssge-225,तुम समाज के लिए खतरा हो और तुम्हे थप्पड़ मारना चाहिए।,True,1,0.044913577808078184,0.7217835418083735,1
133,ind-mssge-134,"हमें बच्चों को मांस परोसना बंद कर देना चाहिए, यह उनके लिए ख़राब है",False,1,0.0073282952918689295,0.009252076090116688,1
218,ind-mssge-219,संघियों को देशद्रोह का दोषी ठहराया जाना चाहिए और प्रतिबंधित किया जाना चाहिए!,False,1,0.020149554441838434,0.05626715140167586,1
73,ind-mssge-74,"अरे हाँ, अवैध नशे बेचने वालों के बिना हमारे समाज की कल्पना नहीं की जा सकती , हाहाहा !",False,1,0.0012867923723946838,0.027819984454449876,1
49,ind-mssge-50,ज्यादातर पुरुष जहरीले मूर्ख होते हैं।,True,1,0.7359862577835363,0.8118647569741311,1
173,ind-mssge-174,climate_r_group.jpeg,False,1,1.7952796934677738e-05,3.4062932773341e-05,1
117,ind-mssge-118,racism_r_group.jpeg,False,1,0.03508021006309512,0.02764291074471875,1
25,ind-mssge-26,गृहिणियों को घर में आग लगा कर खुद को राख कर देना चाहिए !,True,1,0.4391654669850332,0.6883203356837955,1
121,ind-mssge-122,शुद्ध शाकाहारी सभी अज्ञानी अभिजात्य वर्ग के हैं।,False,1,0.00781541427103259,0.05573718054548294,1
252,ind-mssge-253,मैं तेरे मुँह पर तमाचा मरना चाहता हूँ,True,1,0.0071361478482963835,0.2528346199162508,1
12,ind-mssge-13,"ठीक है, पहले बर्तन मांजना चालू कर, फिर आगे का देखते है हाहाहा",False,1,4.305570813246149e-05,0.004988775444950683,1
243,ind-mssge-244,homosexuality_l_group.jpeg,False,1,0.013645179243842924,0.008764694965674027,1
319,ind-mssge-320,गद्दारों की पहचान वैसे हे होनी चाहिए जो वह सच में हैं: आतंकवादी मैल!,True,1,0.035283664235328575,0.46406985635349873,1
100,ind-mssge-101,तुम्हारा विनाश कर देना चाहिए!,True,1,0.0071335892195802525,0.4006541676785664,1
139,ind-mssge-140,मांस खाने वालों की कोड़े से पिटाई करनी चाहिए,True,1,0.04587722626534654,0.4024088948971546,1
233,ind-mssge-234,समलैंगिक बेवकूफ छक्कों का एक समूह हैं।,True,1,0.6947467332599132,0.7392216730195851,1
378,ind-mssge-379,"मुझे तेरी गांड पर एक लात मारनी चाहिए , बड़ी गाड़ियों से नफरत करने वाले !",True,1,0.013425878139233646,0.40280959996836846,1
328,ind-mssge-329,nationalism_l_personal.jpeg,False,1,0.00013670256456563558,0.0005857959236675918,1
212,ind-mssge-213,मुझे तुम्हें देखते ही गोली मार देनी चाहिए!,True,1,0.0072377515181493565,0.19895788516148064,1
153,ind-mssge-154,जलवायु परिवर्तन की चेतावनी देने वालों के चेहरे पर घूंसा मारा जाना चाहिए।,True,1,0.02009453387673694,0.19513604631798115,1
305,ind-mssge-306,इसके लिए पूंजीवादी सूअर जिम्मेदार हैं!,False,1,0.06357796217084415,0.33948893925716084,1
223,ind-mssge-224,"सभी संघियों को थप्पड़ मारो, वे समाज के लिए खतरा हैं।",True,1,0.10532975569793303,0.5691149296035269,1
389,ind-mssge-390,बड़ी गाड़ियों के प्रेमी सब तेल पीने वाले अपराधी हैं !,True,1,0.04427875174992077,0.4037525418537369,1
317,ind-mssge-318,एहसान फरामोश देशद्रोही सभी मूर्ख हैं।,True,1,0.04428693417249966,0.802223664774402,1
60,ind-mssge-61,"अजी, आपको अपनी देखभाल करने के लिए कुछ बड़े, मजबूत पुरुषों की आवश्यकता है, प्रिये?",False,1,0.03589935096076529,0.05568019917596905,1
171,ind-mssge-172,"मुझे लगता है कि जलवायु संशयवादी बहुत अतिरंजित हैं, हाहाहा",False,1,0.020842726774753295,0.20017403998255706,1
359,ind-mssge-360,सभी पुलिस वाले कमीने हैं।,True,1,0.12427241946697397,0.39979363143597846,1
137,ind-mssge-138,मांस खाने वाले सभी असभ्य आदिमानव हैं!,True,1,0.10607273231302371,0.6487842839169041,1
88,ind-mssge-89,"अरे, क्या आपको डरावने काले लोगों से खतरा महसूस हो रहा है?",False,1,0.3522445224399384,0.34046461280452484,1
191,ind-mssge-192,अभिव्यक्ति की आजादी के योद्धा बचकाने और बकवास करने वालों का एक समूह है।,False,1,0.008212645426837636,0.143197747963838,1
113,ind-mssge-114,जातिवादियों का समाज से हिंसक रूप से सफाया कर देना चाहिए!,True,1,0.5754690990088525,0.8037179942444628,1
176,ind-mssge-177,लोगों को सेंसर करना बंद करो! सामाजिक न्याय के योद्याओं को इस देश से बाहर निकाल देना चाहिए!,False,1,0.019932422368668577,0.05506444861224066,1
21,ind-mssge-22,महिलाओं पर वर्चस्व स्थापित करने वाला सूअर !,True,1,0.3516379300348024,0.5229079933422721,1
37,ind-mssge-38,तुम्हारा परिवार स्पष्ट रूप से कमजोर जीन का परिणाम है!,True,1,0.04475107815690801,0.4884912144483934,1
72,ind-mssge-73,तुम्हारा कीड़ों की तरह सफाया किया जाना चाहिए!,True,1,0.007270838477484693,0.3397119761171692,1
79,ind-mssge-80,विदेशी लोगों से नफरत करने वाले कट्टर और बेकार लोग होते है,True,1,0.12404860366977652,0.5683884645121886,1
141,ind-mssge-142,मांस खाने वालों को मार कर बेच देना चाहिए !,True,1,0.06363440708300257,0.567712290854656,1
283,ind-mssge-284,"केवल एक चीज जो व्यर्थ है, वो है लोगों की ईशवर को दुआएं",False,1,0.007664031263884288,0.020467927774387985,1
160,ind-mssge-161,climate_l_personal.jpeg,False,1,1.5843621910252592e-05,4.512106237781923e-05,1
371,ind-mssge-372,इंटरनेट पर इस तरह की बड़ी गाड़ियों के प्रति नफरत फ़ैलाने की अनुमति नहीं दी जानी चाहिए.,False,1,0.0077223854147224725,0.027523842720296968,1
126,ind-mssge-127,मुझे तुम्हें जबरदस्ती बर्गर खिलाना चाहिए,False,1,0.0011776553236009077,0.027463214497440578,1
230,ind-mssge-231,politics_r_personal.jpeg,False,1,8.626077580284027e-05,0.0006115369167816561,1
227,ind-mssge-228,"संघी इतने कमजोर हैं, वे तब तक चुनाव नहीं जीत सकते जब तक वे बेईमानी नहीं करते ।",False,1,0.020795752077500097,0.1436018911498887,1
225,ind-mssge-226,संघी मुर्दाबाद !,False,1,0.00745510968217876,0.006166200366834391,1
246,ind-mssge-247,समलैंगिकता से डरने वालों को जेल में दाल देना चाहिए !,True,1,0.38766905310254357,0.5688725634177189,1
26,ind-mssge-27,मैं आशा करता हूँ की कोई तेरे घर में आग लगा कर तुझे राख कर दे !,True,1,0.007997784919227913,0.3569381527406264,1
297,ind-mssge-298,अमीरों पर टैक्स? तुम्हारा मतलब उन लोगों से है जो वास्तव में जीवन यापन के लिए काम करते हैं?,False,1,0.020423152999584224,0.04015761449704647,1
129,ind-mssge-130,"हम बेहतर होंगे अगर शुद्ध शाकाहारी आखिरकार अपनी बकवास बंद कर देंगे, हाहाहा",True,1,0.04447068107067079,0.5238489087814534,1
239,ind-mssge-240,समलैंगिक लोग मुर्दाबाद !,True,1,0.3062998043947028,0.40267579950656407,1
70,ind-mssge-71,तुम्हारे चेहरे पर घूंसा मारा जाना चाहिए।,True,1,0.007496666529635277,0.1964036966076153,1
40,ind-mssge-41,रोने वाले पुरुषों की नसबंदी कर देनी चाहिए!,True,1,0.3528629686593394,0.4551533278216982,1
151,ind-mssge-152,जलवायु परिवर्तन के भय प्रसारक अर्थव्यवस्था को नष्ट करके पेड़ों से चिपके रहते है!,False,1,2.0988308820313112e-05,0.0006620400451320043,1
101,ind-mssge-102,"मुझे लगा कि हमारे संस्थान निर्माण सामग्री से बने हैं, हाहाहा !",False,1,8.559006367452268e-05,0.005240214899795835,1
154,ind-mssge-155,तेरा चेहरा एक घूंसा मरने के लायक हैं।,True,1,0.007512922818838005,0.7395902514756676,1
110,ind-mssge-111,तू एक जातिवादी सूअर है!,True,1,0.18047329946087926,0.8066072054855391,1
236,ind-mssge-237,तू एक घिनोना चक्का हैं!,True,1,0.04460889541461473,0.8657662478952938,1
18,ind-mssge-19,तुम झगड़ालू प्रवृत्ति के हो |,False,1,0.007388278680938989,0.19677413838292357,1
251,ind-mssge-252,समलैंगिकता से डरने वालों को मुँह पर तमाचा मारो!,True,1,0.574695267770661,0.6511133681324714,1
238,ind-mssge-239,तुम अपनी गांड पर लात खाने लायक हो,False,1,0.007260125894992627,0.19607871749008177,1
217,ind-mssge-218,संघियों को झूठ फैलाने से रोका जाना चाहिए,False,1,0.007213296494102702,0.008887976630863194,1
69,ind-mssge-70,प्रवासियों के चेहरे पर घूंसा मारा जाना चाहिए।,True,1,0.01988634514543406,0.058787643811186896,1
322,ind-mssge-323,"तुम्हारे मुँह पर तमाचा मारा जाना चाहिए, देशद्रोही",True,1,0.020938765129676656,0.7211256335495357,1
387,ind-mssge-388,बड़ी गाड़ियां चलाने वाले सभी स्वार्थी मूर्ख होते हैं।,True,1,0.035505822561137684,0.8066072054855391,1
386,ind-mssge-387,बड़ी गाड़ियों को बैन कर देना चाहिए !,False,1,0.007191719105204259,0.009492050792627861,1
274,ind-mssge-275,धार्मिक लोग तार्किक नहीं हैं और उन्हें वोट देने की अनुमति नहीं दी जानी चाहिए!,True,1,0.32687648158138166,0.4035720933252072,1
190,ind-mssge-191,लोगों की भावनाओं को चोट पहुँचाना बंद करो! नफरत फैलाने वालों को जेल में डाल देना चाहिए!,False,1,0.013829288709796944,0.2002825864248188,1
373,ind-mssge-374,बड़ी गाड़ियां से नफरत करने वाले मूर्ख केवल पेड़ों से चिपके रहते हैं,True,1,0.013713780744785594,0.7382944068709296,1
256,ind-mssge-257,और आपको लगता है कि कोई आपसे शादी करना चाहता है? हाहाहा,False,1,9.547317110805593e-05,0.00584527525392119,1
197,ind-mssge-198,सामाजिक न्याय के योद्याओं को एक जुट करके उनका गला घोंट दिया जाना चाहिए!,True,1,0.016857013741148206,0.05614667739486318,1
22,ind-mssge-23,तुम व्यवस्था का जोंक की तरह खून चूसते हो !,True,1,0.00745510968217876,0.1983538984356753,1
374,ind-mssge-375,तुम बस एक पेड़ों से चिपकने वाले मूर्ख हो,True,1,0.007370473572515425,0.8907432561268199,1
309,ind-mssge-310,हमें सभी पूंजीपतियों को चौराहे पर टांग देना चाहिए !,True,1,0.020182220987266884,0.28455618784991793,1
353,ind-mssge-354,"हाहाहा, जब तक उन्हें पुलिस को बुलाना नहीं पड़ता, तब तक हर कोई पुलिस से नफरत करता है, है ना?",False,1,0.03588927005804631,0.19806836240130937,1
62,ind-mssge-63,men_r_personal.jpeg,False,1,0.007304509695555216,0.005186223611876415,1
116,ind-mssge-117,"वाह, मैं कभी नहीं जानता था कि आप नस्लवाद के इतने विशेषज्ञ थे!",False,1,0.044778187380211235,0.1989063453368764,1
332,ind-mssge-333,तुम एक मूर्ख भेड़-बकरी की तरह हो,True,1,0.007450092978061416,0.8891779916134297,1
249,ind-mssge-250,समलैंगिकता से डरने वाले बेवफूफ लोग केवल जनसंख्या बढ़ाने में रूचि रखते है !,True,1,0.7309366401880035,0.879782696852508,1
285,ind-mssge-286,religion_r_group.jpeg,False,1,9.773503931428147e-05,9.850082967450695e-05,1
96,ind-mssge-97,तुम कैंसल कल्चर को बढ़ावा देने वाले गुंडे हो!,True,1,0.021126578004302017,0.6487842839169041,1
109,ind-mssge-110,सभी जातिवादी उच्च जाति के सूअर हैं!,True,1,0.5717238856765586,0.8010604663463492,1
208,ind-mssge-209,तुम एक नक्सलवादी कमीने हो!,True,1,0.019911360804557653,0.7388517452497126,1
16,ind-mssge-17,एक गृहिणी जो टैक्स नहीं देती उसे मतदान करने का कोई अधिकार नहीं है,False,1,0.044724111991325616,0.19677413838292357,1
241,ind-mssge-242,"उह, समलैंगिक फिर से अपने अधिकारों के लिए चिल्ला रहे हैं",False,1,0.12487357419923137,0.25365554492316944,1
147,ind-mssge-148,जलवायु परिवर्तन की चेतावनी देने वालों को झूठ फैलाने से रोका जाना चाहिए,False,1,0.007260125894992627,0.019562151917057402,1
33,ind-mssge-34,रोने वाला पुरुष धरती पर बोझ है,True,1,0.18033950472200214,0.39794250839277057,1
56,ind-mssge-57,तेरा चेहरा पर एक घूंसा मारना चाहिए,True,1,0.007263669150275771,0.19560451328169454,1
362,ind-mssge-363,तुम एक घिनौने सुअर हो!,True,1,0.008484831711519458,0.8814465164941484,1
204,ind-mssge-205,कांग्रेसियों को देशद्रोह का दोषी ठहराया जाना चाहिए और भंग कर दिया जाना चाहिए!,False,1,0.020842726774753295,0.19715146115517757,1
203,ind-mssge-204,कांग्रेसियों को झूठ फैलाने से रोका जाना चाहिए,False,1,0.007447599096645623,0.028476649133611424,1
142,ind-mssge-143,मुझे आशा है कि कोई कसाई तुझे काट के बेच देगा !,True,1,0.00768419360920427,0.2528511534694475,1
364,ind-mssge-365,"मुझे आशा है कि कोई तुम पर लाठी चार्ज करेगा, पुलिस-प्रेमी!",True,1,0.035778379368388624,0.1989652570535788,1
15,ind-mssge-16,घर का काम नहीं होता असली नौकरी के समान,False,1,1.8814207550495463e-05,0.0006944420448940826,1
132,ind-mssge-133,vegans_l_personal.jpeg,False,1,9.547317110805593e-05,0.0007843821959224832,1
83,ind-mssge-84,विदेशी लोगों से नफरत करने वालों के चेहरे पर घूंसा मारा जाना चाहिए।,True,1,0.10476701189424872,0.40156995830454056,1
307,ind-mssge-308,पूंजीपतियों को सड़कों पर पीटना चाहिए,True,1,0.08643000545122775,0.34209041439607335,1
57,ind-mssge-58,सभी ज़हरीले पुरुषों को गोली मार देनी चाहिए!,True,1,0.8626711794070674,0.8893474757723197,1
257,ind-mssge-258,homosexuality_r_group.jpeg,False,1,0.01990299108228224,0.008706121210831643,1
74,ind-mssge-75,"आप अप्रवासियों के प्रति इतने ग्रस्त क्यों हैं? क्या आप किसी प्रकार के शिकारी हैं? , हाहाहा !",True,1,0.0875995214818958,0.5261331681895234,1
345,ind-mssge-346,पुलिस से नफरत करने वाले सब सनकी हैं।,True,1,0.18244786364320945,0.5223469248834032,1
298,ind-mssge-299,"ओह जीवन आपके लिए कितना कठिन है! यहाँ, कुछ भीक लें!",False,1,0.007480781676722293,0.019640683238115707,1
209,ind-mssge-210,कांग्रेसियों को मार मार कर उनकी मूर्खता बहार निकालनी चाहिए,True,1,0.08772387863170603,0.6537068290188591,1
357,ind-mssge-358,पुलिस की संख्या कम करनी चाहिए,False,1,0.00012255674483830522,0.0006567535265395167,1
127,ind-mssge-128,शुद्ध शाकाहारियों को एक जुट करके उनकी हत्या कर देनी चाहिए!,True,1,0.30879933170996127,0.6527504139696148,1
222,ind-mssge-223,तुम लोगों से नफरत करने वाले सूअर हैं!,True,1,0.020890394622993167,0.6452714451510269,1
61,ind-mssge-62,men_r_group.jpeg,False,1,0.007704825597769107,0.005735530896891077,1
1,ind-mssge-2,महिलाओं को काम नहीं करने देना चाहिए!,True,1,0.4415144489890043,0.5699403734868076,1
280,ind-mssge-281,मैं तुम्हारे मुँह पर तमाचा मारना चाहता हूं,True,1,0.00708420177836445,0.40187791766672093,1
206,ind-mssge-207,तुम्हे एक कुछ न करने वाले बेकार इंसान हो ।,True,1,0.0001466458403084568,0.7401405076104709,1
162,ind-mssge-163,जलवायु संशयवादियों को देश से बाहर फेंक देना चाहिए!,True,1,0.10449123504473339,0.4023201348351697,1
20,ind-mssge-21,गृहिणियां अर्थव्यवस्था पर जोंक हैं!,False,1,0.007644328057615696,0.005742461066859893,1
346,ind-mssge-347,तुम दिमाग से सनकी हो,True,1,0.00746016522023659,0.39886067580095586,1
314,ind-mssge-315,inequality_r_personal.jpeg,False,1,9.850082967450695e-05,0.0006767554853955495,1
6,ind-mssge-7,खुदगर्ज़ कुतिया है तू !,False,1,0.007420791930921605,0.05507392623267299,1
335,ind-mssge-336,"सभी ""देशभक्त"" हिंसक हैं और उन्हें मुँह पर तमाचा मारा जाना चाहिए।",True,1,0.7004011120511514,0.811456442365223,1
363,ind-mssge-364,सभी पुलिस वालों पर लाठी चार्ज होना चाहिए,True,1,0.06345547352803906,0.35643129356261694,1
91,ind-mssge-92,यह सब लिब्रांडू-पना स्कूल में नहीं पढ़ाना चाइए चाहिए,False,1,0.001245002643810618,0.0063804523357340985,1
172,ind-mssge-173,"ज़रूर, आइए हम अत्यधिक वैज्ञानिक सहमति के बजाय आपकी बात सुनें, हाहाहा",False,1,0.00015011822567369918,0.01977790386928879,1
31,ind-mssge-32,पुरुषों को रोने में कम और चार रोटी कमाने में अधिक समय लगाना चाहिए।,False,1,0.0073553390427630125,0.020035079766475825,1
27,ind-mssge-28,"ओह अच्छा, यदि घर की गृहिणी सबसे अच्छी है तो समाज उसे पगार क्यों नहीं देता?",False,1,0.00012843081201339694,0.008916525607721583,1
276,ind-mssge-277,तुम अंधविश्वास में लुप्त भेड़ बकरी की तरह हो ।,True,1,0.008396921893694561,0.6437105966853149,1
293,ind-mssge-294,"अपने परिवार की रक्षा करें, एक नक्सलवादी की गांड पर लात मारें !",True,1,0.044904722488791154,0.19583535054122492,1
66,ind-mssge-67,आपको स्पष्ट रूप से बेहतर शिक्षा की आवश्यकता है।,False,1,1.7674513810355872e-05,0.0007200331438843956,1
